,open,high,low,close,adjclose,volume,ticker
1980-12-12,0.5133928656578064,0.515625,0.5133928656578064,0.5133928656578064,0.4049532413482666,117258400.0,AAPL
1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.3838251829147339,43971200.0,AAPL
1980-12-16,0.453125,0.453125,0.4508928656578064,0.4508928656578064,0.3556545376777649,26432000.0,AAPL
1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.364457905292511,21610400.0,AAPL
1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.37502193450927734,18362400.0,AAPL
1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,0.5044642686843872,0.3979106545448303,12157600.0,AAPL
1980-12-22,0.5290178656578064,0.53125,0.5290178656578064,0.5290178656578064,0.41727790236473083,9340800.0,AAPL
1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.43488451838493347,11737600.0,AAPL
1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,0.5803571343421936,0.4577730894088745,12000800.0,AAPL
1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,0.6339285969734192,0.5000292062759399,13893600.0,AAPL
1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,0.6428571343421936,0.507071852684021,23290400.0,AAPL
1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,0.6272321343421936,0.4947473406791687,17220000.0,AAPL
1980-12-31,0.6116071343421936,0.6116071343421936,0.609375,0.609375,0.4806618392467499,8937600.0,AAPL
1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,0.6160714030265808,0.4859437048435211,5415200.0,AAPL
1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,0.6026785969734192,0.47537991404533386,8932000.0,AAPL
1981-01-06,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.45425185561180115,11289600.0,AAPL
1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.43488451838493347,13921600.0,AAPL
1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,0.5401785969734192,0.426081120967865,9956800.0,AAPL
1981-01-09,0.5691964030265808,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.44896987080574036,5376000.0,AAPL
1981-01-12,0.5691964030265808,0.5691964030265808,0.5647321343421936,0.5647321343421936,0.44544869661331177,5924800.0,AAPL
1981-01-13,0.546875,0.546875,0.5446428656578064,0.5446428656578064,0.4296025037765503,5762400.0,AAPL
1981-01-14,0.546875,0.5491071343421936,0.546875,0.546875,0.43136313557624817,3572800.0,AAPL
1981-01-15,0.5580357313156128,0.5625,0.5580357313156128,0.5580357313156128,0.4401664435863495,3516800.0,AAPL
1981-01-16,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.43664512038230896,3348800.0,AAPL
1981-01-19,0.5870535969734192,0.5892857313156128,0.5870535969734192,0.5870535969734192,0.46305525302886963,10393600.0,AAPL
1981-01-20,0.5714285969734192,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.44896987080574036,7520800.0,AAPL
1981-01-21,0.5803571343421936,0.5848214030265808,0.5803571343421936,0.5803571343421936,0.4577730894088745,3976000.0,AAPL
1981-01-22,0.5870535969734192,0.5915178656578064,0.5870535969734192,0.5870535969734192,0.46305525302886963,8887200.0,AAPL
1981-01-23,0.5870535969734192,0.5892857313156128,0.5848214030265808,0.5848214030265808,0.4612944722175598,2805600.0,AAPL
1981-01-26,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.45425185561180115,6160000.0,AAPL
1981-01-27,0.5758928656578064,0.5758928656578064,0.5714285969734192,0.5714285969734192,0.4507305324077606,5924800.0,AAPL
1981-01-28,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.43664512038230896,7039200.0,AAPL
1981-01-29,0.5357142686843872,0.5357142686843872,0.5334821343421936,0.5334821343421936,0.42079922556877136,10976000.0,AAPL
1981-01-30,0.5089285969734192,0.5089285969734192,0.5044642686843872,0.5044642686843872,0.3979106545448303,11547200.0,AAPL
1981-02-02,0.4776785671710968,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.37502193450927734,5941600.0,AAPL
1981-02-03,0.4933035671710968,0.4955357015132904,0.4933035671710968,0.4933035671710968,0.3891071379184723,4788000.0,AAPL
1981-02-04,0.5111607313156128,0.5133928656578064,0.5111607313156128,0.5111607313156128,0.40319257974624634,6966400.0,AAPL
