,Unnamed: 0,open,high,low,close,adjclose,volume,ticker
0,1980-12-12,0.5133928656578064,0.515625,0.5133928656578064,0.5133928656578064,0.4049532413482666,117258400.0,AAPL
1,1980-12-15,0.4888392984867096,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.3838251829147339,43971200.0,AAPL
2,1980-12-16,0.453125,0.453125,0.4508928656578064,0.4508928656578064,0.3556545376777649,26432000.0,AAPL
3,1980-12-17,0.4620535671710968,0.4642857015132904,0.4620535671710968,0.4620535671710968,0.364457905292511,21610400.0,AAPL
4,1980-12-18,0.4754464328289032,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3750219345092773,18362400.0,AAPL
5,1980-12-19,0.5044642686843872,0.5066964030265808,0.5044642686843872,0.5044642686843872,0.3979106545448303,12157600.0,AAPL
6,1980-12-22,0.5290178656578064,0.53125,0.5290178656578064,0.5290178656578064,0.4172779023647308,9340800.0,AAPL
7,1980-12-23,0.5513392686843872,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4348845183849335,11737600.0,AAPL
8,1980-12-24,0.5803571343421936,0.5825892686843872,0.5803571343421936,0.5803571343421936,0.4577730894088745,12000800.0,AAPL
9,1980-12-26,0.6339285969734192,0.6361607313156128,0.6339285969734192,0.6339285969734192,0.5000292062759399,13893600.0,AAPL
10,1980-12-29,0.6428571343421936,0.6450892686843872,0.6428571343421936,0.6428571343421936,0.507071852684021,23290400.0,AAPL
11,1980-12-30,0.6294642686843872,0.6294642686843872,0.6272321343421936,0.6272321343421936,0.4947473406791687,17220000.0,AAPL
12,1980-12-31,0.6116071343421936,0.6116071343421936,0.609375,0.609375,0.4806618392467499,8937600.0,AAPL
13,1981-01-02,0.6160714030265808,0.6205357313156128,0.6160714030265808,0.6160714030265808,0.4859437048435211,5415200.0,AAPL
14,1981-01-05,0.6049107313156128,0.6049107313156128,0.6026785969734192,0.6026785969734192,0.4753799140453338,8932000.0,AAPL
15,1981-01-06,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.4542518556118012,11289600.0,AAPL
16,1981-01-07,0.5535714030265808,0.5535714030265808,0.5513392686843872,0.5513392686843872,0.4348845183849335,13921600.0,AAPL
17,1981-01-08,0.5424107313156128,0.5424107313156128,0.5401785969734192,0.5401785969734192,0.426081120967865,9956800.0,AAPL
18,1981-01-09,0.5691964030265808,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.4489698708057404,5376000.0,AAPL
19,1981-01-12,0.5691964030265808,0.5691964030265808,0.5647321343421936,0.5647321343421936,0.44544869661331177,5924800.0,AAPL
20,1981-01-13,0.546875,0.546875,0.5446428656578064,0.5446428656578064,0.4296025037765503,5762400.0,AAPL
21,1981-01-14,0.546875,0.5491071343421936,0.546875,0.546875,0.43136313557624817,3572800.0,AAPL
22,1981-01-15,0.5580357313156128,0.5625,0.5580357313156128,0.5580357313156128,0.4401664435863495,3516800.0,AAPL
23,1981-01-16,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.43664512038230896,3348800.0,AAPL
24,1981-01-19,0.5870535969734192,0.5892857313156128,0.5870535969734192,0.5870535969734192,0.4630552530288696,10393600.0,AAPL
25,1981-01-20,0.5714285969734192,0.5714285969734192,0.5691964030265808,0.5691964030265808,0.4489698708057404,7520800.0,AAPL
26,1981-01-21,0.5803571343421936,0.5848214030265808,0.5803571343421936,0.5803571343421936,0.4577730894088745,3976000.0,AAPL
27,1981-01-22,0.5870535969734192,0.5915178656578064,0.5870535969734192,0.5870535969734192,0.4630552530288696,8887200.0,AAPL
28,1981-01-23,0.5870535969734192,0.5892857313156128,0.5848214030265808,0.5848214030265808,0.4612944722175598,2805600.0,AAPL
29,1981-01-26,0.578125,0.578125,0.5758928656578064,0.5758928656578064,0.4542518556118012,6160000.0,AAPL
30,1981-01-27,0.5758928656578064,0.5758928656578064,0.5714285969734192,0.5714285969734192,0.4507305324077606,5924800.0,AAPL
31,1981-01-28,0.5558035969734192,0.5558035969734192,0.5535714030265808,0.5535714030265808,0.43664512038230896,7039200.0,AAPL
32,1981-01-29,0.5357142686843872,0.5357142686843872,0.5334821343421936,0.5334821343421936,0.42079922556877136,10976000.0,AAPL
33,1981-01-30,0.5089285969734192,0.5089285969734192,0.5044642686843872,0.5044642686843872,0.3979106545448303,11547200.0,AAPL
34,1981-02-02,0.4776785671710968,0.4776785671710968,0.4754464328289032,0.4754464328289032,0.3750219345092773,5941600.0,AAPL
35,1981-02-03,0.4933035671710968,0.4955357015132904,0.4933035671710968,0.4933035671710968,0.3891071379184723,4788000.0,AAPL
36,1981-02-04,0.5111607313156128,0.5133928656578064,0.5111607313156128,0.5111607313156128,0.4031925797462464,6966400.0,AAPL
37,1981-02-05,0.5111607313156128,0.515625,0.5111607313156128,0.5111607313156128,0.4031925797462464,1982400.0,AAPL
38,1981-02-06,0.5133928656578064,0.515625,0.5133928656578064,0.5133928656578064,0.4049532413482666,3466400.0,AAPL
39,1981-02-09,0.4910714328289032,0.4910714328289032,0.4866071343421936,0.4866071343421936,0.3838251829147339,4188800.0,AAPL
40,1981-02-10,0.4866071343421936,0.4888392984867096,0.4866071343421936,0.4866071343421936,0.3838251829147339,4586400.0,AAPL
41,1981-02-11,0.4732142984867096,0.4732142984867096,0.4709821343421936,0.4709821343421936,0.371500551700592,3460800.0,AAPL
